district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27,rps28,rps29,rps30,rps31,rps32
五股區,房地(土地+建物),新北市五股區四維路７３號四樓,19.53,商,,,1111202,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740606,91.04,2,2,1,無,無,6000000,65905,,0,0,二親等間買賣親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPQNMLMLKHIGFBF57EA,87.8,0,3.24,無,
五股區,房地(土地+建物),新北市五股區四維路８３號五樓,24.16,商,,,1111202,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760127,96.8,2,2,1,無,無,6000000,61983,,0,0,二親等間買賣親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPRNMLMLKHIGFBF67EA,92.56,0,4.24,無,
五股區,房地(土地+建物)+車位,新北市五股區新城八路２２號六樓,11.2,商,,,1111231,土地1建物1車位1,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060104,109.22,2,1,1,無,有,10700000,97967,坡道平面,0,2000000,,RPXNMLKLKHIGFBF97DA,47.46,0,4.53,有,282
五股區,房地(土地+建物)+車位,新北市五股區新城六路１６５號十四樓,11.48,商,,,1111215,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100517,138.68,3,2,2,有,有,17080000,132029,坡道平面,28.25,2500000,含裝潢費510000元；含傢俱設備費；,RPPOMLOJKHIGFBF47DA,60.73,8.93,4.88,有,
五股區,房地(土地+建物)+車位,新北市五股區成洲五路２８號十五樓,37.88,住,,,1111220,土地1建物1車位2,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040903,256.27,3,2,2,無,有,29000000,132137,坡道平面,70.1,4400000,,RPPNMLMJLHIGFBF37EA,109.55,7.98,11.1,有,295
五股區,房地(土地+建物)+車位,新北市五股區成泰路一段２之７號三樓,11.74,住,,,1111212,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931118,122.5,3,2,2,無,有,12600000,108981,坡道平面,23.4,1800000,陽台外推；其他增建；,RPSOMLMJLHIGFBF77EA,62.8,0.81,12.04,有,
五股區,土地,五股段599地號,29.25,都市：其他:住宅區,,,1120301,土地4建物0車位0,,,其他,,,,0,0,0,0,無,無,2566500,87744,,0,0,,RPPNMLLJLHIGFBF17DA,0,0,0,無,14
五股區,土地,五股段599地號,4.81,都市：其他:機關用地,,,1120301,土地3建物0車位0,,,其他,,,,0,0,0,0,無,無,420500,87422,,0,0,,RPQNMLLJLHIGFBF27DA,0,0,0,無,14
五股區,土地,五股段599地號,4.94,,,,1120301,土地3建物0車位0,,,其他,,,,0,0,0,0,無,無,432100,87470,,0,0,,RPRNMLLJLHIGFBF37DA,0,0,0,無,14
五股區,房地(土地+建物)+車位,新北市五股區成泰路二段１１巷１９號四樓,27.81,住,,,1120222,土地2建物1車位1,四層，五層，夾層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,791108,111.78,5,3,3,無,有,4400000,39363,坡道平面,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLTJLHIGFBF58EA,89.45,8.95,6.78,無,
五股區,房地(土地+建物),新北市五股區成泰路三段５７７巷４５號二樓,43.01,住,,,1120207,土地1建物1車位0,二層，陽台,三層,公寓(5樓含以下無電梯),住家用,加強磚造,661231,115.07,3,2,1,無,無,3200000,27809,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLNKLHIGFBF08DA,115.07,0,0,無,
五股區,房地(土地+建物)+車位,新北市五股區新五路二段６４８號十樓,22.41,住,,,1120202,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080807,127.71,3,1,1,無,有,12550000,104218,坡道平面,26.48,2000000,,RPOQMLLJLHIGFBF37DA,57.73,1.74,7.18,有,83
五股區,房地(土地+建物),新北市五股區西雲路８２巷４號三樓,21.32,住,,,1120204,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730106,69.19,2,2,1,有,無,5300000,76601,,0,0,,RPUPMLKLKHIGFBF87DA,60.76,0,8.43,無,
五股區,房地(土地+建物)+車位,新北市五股區新城三路４３號八樓,21.98,住,,,1120205,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040514,129.88,2,2,1,有,有,12800000,98553,坡道平面,30.39,0,,RPRNMLTJLHIGFBF18DA,56.3,3.95,7.35,有,202
五股區,房地(土地+建物)+車位,新北市五股區新五路三段１９號四樓,42.49,住,,,1120131,土地1建物1車位2,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050204,254.79,4,2,2,有,有,20000000,78496,坡道平面,66.76,0,,RPPRMLMJKHIGFBF57DA,118.49,0,11.59,有,233
五股區,房地(土地+建物),新北市五股區成泰路一段１４５號五樓,25.38,都市：其他:住宅區,,,1120112,土地5建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760121,87.88,3,2,1,無,無,6950000,79085,,0,0,陽台外推；,RPVOMLRJLHIGFBF48DA,79.99,0,7.89,無,236
五股區,房地(土地+建物)+車位,新北市五股區民義路一段１０３之３號三樓,57.98,住,,,1120108,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011119,282.22,4,2,3,有,有,27000000,95670,坡道平面,0,0,,RPRRMLRKJHIGFBF28DA,154.89,0,22.7,有,257
五股區,房地(土地+建物)+車位,新北市五股區新五路三段３４０號十一樓,17.62,商,,,1120116,土地1建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100209,149.95,3,2,2,無,有,15000000,100033,坡道平面,35.85,0,,RPOQMLKKLHIGFBF37DA,71.06,0,6.24,有,
五股區,房地(土地+建物)+車位,新北市五股區新五路三段３３２號十二樓,17.62,商,,,1120116,土地1建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100209,149.95,3,2,2,無,有,15500000,103368,坡道平面,35.85,0,,RPRQMLKKLHIGFBF67DA,71.06,0,6.24,有,
五股區,房地(土地+建物),新北市五股區四維路１４１號五樓,12.51,商,,,1111230,土地1建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,861217,127.24,3,2,2,無,有,12000000,94310,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLNLKHIGFBF57DA,92.05,0,6.75,有,
五股區,房地(土地+建物)+車位,新北市五股區水碓一路１６號三樓,15.92,都市：其他:住宅區,,,1111225,土地3建物1車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880126,114.79,3,2,2,有,有,11020000,96010,坡道平面,0,1800000,陽台外推；,RPSRMLRKJHIGFBF38DA,61.88,0,8.61,有,
五股區,房地(土地+建物)+車位,新北市五股區新五路三段２６號九樓,18.84,住,,,1111228,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050929,126.69,2,2,1,無,有,13000000,110519,坡道平面,27.16,2000000,,RPUNMLNKLHIGFBF08EA,54.82,6.96,6.31,有,311
五股區,房地(土地+建物)+車位,新北市五股區新城一路５２號十樓,18.62,住,,,1111223,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111019,102.63,2,2,1,有,有,10200000,118797,坡道平面,36.13,2300000,,RPRNMLOKLHIGFBF77DA,40.59,0,3.46,有,
五股區,房地(土地+建物)+車位,新北市五股區新五路三段１５７號七樓,15.22,住,,,1111209,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060721,101.51,2,1,1,有,有,11300000,111319,坡道平面,20.84,0,,RPSPMLMKKIHGFBF77DA,49.88,1.23,2.94,有,317
五股區,房地(土地+建物)+車位,新北市五股區新五路二段２０７號,37.25,住,,,1111109,土地1建物1車位2,一層，二層,十二層,住宅大樓(11層含以上有電梯),商辦用,鋼筋混凝土造,1111019,205.05,0,0,0,無,有,24500000,149861,坡道平面,72.26,4600000,預售屋、或土地及建物分件登記案件；,RPTNMLOKLHIGFBF97DA,79.45,0,8.51,有,
五股區,房地(土地+建物)+車位,新北市五股區新五路二段２０９號,30.43,住,,,1111109,土地1建物1車位1,一層，二層,十二層,住宅大樓(11層含以上有電梯),商辦用,鋼筋混凝土造,1111019,145.14,0,0,0,無,有,17000000,134850,坡道平面,36.13,2300000,預售屋、或土地及建物分件登記案件；,RPUNMLOKLHIGFBF08DA,64.25,0,7.94,有,
五股區,房地(土地+建物)+車位,新北市五股區新城一路４６號十樓,27.54,住,,,1111116,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111019,134.2,3,2,2,有,有,13850000,119303,坡道平面,36.13,2150000,預售屋、或土地及建物分件登記案件；,RPVNMLOKLHIGFBF18DA,60.7,0,4.25,有,
五股區,房地(土地+建物),新北市五股區成泰路三段２３９號,24.19,住,,,1111008,土地1建物2車位0,一層，平台，騎樓,三層,公寓(5樓含以下無電梯),商業用,加強磚造,651207,51.67,2,2,1,有,無,7000000,135475,,0,0,一樓無隔間，二樓2房2廳1衛。親友、員工、共有人或其他特殊關係間之交易；,RPRNMLQKLHIGFBF97DA,51.67,0,0,無,
五股區,房地(土地+建物)+車位,新北市五股區新城一路４６號五樓,27.54,住,,,1110907,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111019,134.2,3,2,2,無,有,13600000,116753,坡道平面,36.13,2150000,預售屋、或土地及建物分件登記案件；,RPPPMLSJLHIGFBF08DA,60.7,0,4.25,有,
五股區,房地(土地+建物),新北市五股區成泰路三段５７７巷８０弄２６號五樓,27.46,住,,,1110830,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750429,92.74,3,2,1,有,無,6500000,70088,,0,0,,RPWNMLSKJHIGFBF48DA,83.84,0,8.9,無,
五股區,房地(土地+建物)+車位,新北市五股區新城一路６６號四樓,18.62,住,,,1110616,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111019,102.63,2,2,1,無,有,10210000,121955,坡道平面,36.13,2100000,預售屋、或土地及建物分件登記案件；,RPRPMLSJLHIGFBF28DA,40.59,0,3.46,有,
五股區,房地(土地+建物)+車位,新北市五股區新城一路６２號十一樓,23.08,住,,,1110304,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111019,119.08,2,2,1,無,有,11550000,114527,坡道平面,36.13,2050000,預售屋、或土地及建物分件登記案件；,RPSPMLSJLHIGFBF38DA,50.08,0,4.84,有,
五股區,車位,新北市五股區成泰路四段１５號之４二樓,0,,,,1120323,土地0建物1車位1,二層,二十一層,其他,住家用,鋼筋混凝土造,850129,28.79,0,0,0,無,有,800000,,坡道機械,0,800000,僅車位交易；,RPTPMLPLLHIGFBF38DA,0,0,0,有,21
五股區,房地(土地+建物),新北市五股區成泰路三段６７號四樓,20.67,住,,,1120321,土地4建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690213,62.32,0,0,0,無,無,4008888,64327,,0,0,,RPWPMLQJMHIGFBF68DA,62.32,0,0,無,111
五股區,房地(土地+建物)+車位,新北市五股區西雲路８８巷２５號六樓,27.68,住,,,1120322,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810317,162.73,4,2,2,有,有,11320000,69563,坡道機械,0,0,,RPQNMLMKMHIGFBF67EA,135.36,10.2,10.54,有,
五股區,房地(土地+建物),新北市五股區水碓路１６巷５５號六樓,6.29,,,,1120314,土地2建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860129,41.87,1,1,1,有,有,5000000,119417,,0,0,陽台外推；,RPOPMLOLLHIGFBF77DA,22.98,0,4.08,有,204
五股區,房地(土地+建物)+車位,新北市五股區水碓一路７號七樓,32.7,住,,,1120302,土地2建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031212,138.59,3,2,2,有,有,14600000,106124,坡道機械,11.38,1100000,,RPTNMLNKMHIGFBF08EA,84.35,3.83,8.81,有,
五股區,房地(土地+建物),新北市五股區民義路一段４２號四樓之二,7.38,商,,,1120329,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,940721,66.02,4,2,2,有,有,1050000,15902,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQQMLMKMHIGFBF87DA,45.8,0.77,6.56,有,
五股區,房地(土地+建物)+車位,新北市五股區天乙路８１號三樓,37.85,住,,,1120330,土地1建物1車位1,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820830,156.54,3,2,2,有,有,8000000,51105,坡道平面,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLRKMHIGFBF18DA,106.45,1.46,12.44,有,
五股區,房地(土地+建物),新北市五股區水碓路１６巷３９號四樓,6.92,,,,1120331,土地2建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860129,41.24,1,1,1,有,有,3880000,94083,,0,0,,RPOPMLTLLHIGFBF28DA,23.05,0,4.09,有,321
五股區,房地(土地+建物)+車位,新北市五股區芳洲五路８０號八樓,22.38,住,,,1120311,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021014,140.53,3,2,2,有,有,14380000,102327,坡道平面,19.29,0,,RPTNMLNLLHIGFBF97DA,70.39,7.01,5.04,有,326
五股區,房地(土地+建物),新北市五股區五福路３７號三樓,10.86,都市：其他:住宅區,,,1120314,土地2建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841108,77.41,2,1,1,有,有,6680000,86294,,0,0,,RPWPMLNLLHIGFBF48DA,49.3,0.85,8.71,有,327
五股區,房地(土地+建物)+車位,新北市五股區芳洲九路６２號七樓,19.81,住,,,1120307,土地1建物1車位1,七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041020,131.49,2,1,1,有,有,13800000,116700,坡道平面,32.09,2200000,,RPROMLOLLHIGFBF97DA,54.05,3.15,8.01,有,346
五股區,土地,陸光段702地號,16.24,,,,1120313,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,491130,30242,,0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPRNMLRKLHIGFBF08DA,0,0,0,無,347
五股區,房地(土地+建物),新北市五股區成泰路四段２２巷２９號二樓,14.28,住,,,1120325,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840715,102.09,3,2,2,有,有,7900000,77383,,0,0,,RPWQMLRKMHIGFBF98DA,80.32,0,16.09,有,
五股區,房地(土地+建物)+車位,新北市五股區芳洲九路６０號十二樓,19.81,住,,,1120314,土地1建物1車位1,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041020,131.49,2,1,1,有,有,14000000,106472,坡道平面,0,0,,RPVNMLRKMHIGFBF68EA,54.05,3.15,8.01,有,389
五股區,房地(土地+建物),新北市五股區五權八路７之１號,6301.29,,工業區,丁種建築用地,1120317,土地1建物2車位0,全,一層,透天厝,工業用,鋼造,830630,4085.39,0,0,0,無,無,1830000000,447938,,0,0,,RPRTMLRKMHIGFBF78DA,4085.39,0,0,無,
五股區,房地(土地+建物),新北市五股區成泰路一段３２巷１２號十樓,14.63,農,,,1120310,土地4建物1車位0,十層，夾層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860306,85.43,4,2,2,有,有,10000000,117055,,0,0,陽台外推；夾層；,RPVOMLOLLHIGFBF38DA,58.27,0,7.78,有,
五股區,房地(土地+建物),新北市五股區御史路５４巷８號五樓,28.27,住,,,1120304,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,821102,100.9,4,3,3,有,無,7000000,69376,,0,0,陽台外推；頂樓加蓋；其他增建；,RPQOMLOJLHIGFBF67DA,86.7,0,9.47,無,
五股區,房地(土地+建物),新北市五股區民義路一段１８３巷１２號,29.33,住,,,1120227,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690613,84.38,4,2,2,有,無,7800000,92439,,0,0,其他增建；,RPPQMLTJLHIGFBF28DA,84.38,0,0,無,
五股區,土地,更寮段褒子寮小段23-23地號,207.5,,一般農業區,農牧用地,1120201,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,11920000,57446,,0,0,未登記建物；受債權債務關係影響或債務抵償；,RPSOMLRJMHIGFBF28DA,0,0,0,無,450
五股區,土地,更寮段褒子寮小段23-23地號,207.5,,一般農業區,農牧用地,1120201,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,13660000,65831,,0,0,未登記建物；受債權債務關係影響或債務抵償；,RPTOMLRJMHIGFBF38DA,0,0,0,無,450
五股區,房地(土地+建物),新北市五股區凌雲路一段８３巷３２弄１５號,40.34,住,,,1120218,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,660302,58.81,7,4,3,有,無,6000000,102023,,0,0,土地增值稅由買方支付親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPVQMLMLLHIGFBF38DA,58.81,0,0,無,
五股區,房地(土地+建物)+車位,新北市五股區凌雲路一段１５８巷５７弄２６之２號十一樓,26.79,住,,,1120224,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,127.07,2,2,1,有,有,12850000,101125,坡道平面,24.82,0,,RPQNMLKKMHIGFBF37DA,52.52,12.6,3.79,有,517
五股區,房地(土地+建物)+車位,新北市五股區新城八路１２號十樓,24.98,商,,,1120206,土地1建物1車位2,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060104,236.38,3,2,2,有,有,22000000,93070,坡道平面,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLLKMHIGFBF67DA,103.98,4.27,6.18,有,520
五股區,房地(土地+建物),新北市五股區登林路貿商巷２弄８號三樓,28.48,都市：其他:住宅區,,,1120227,土地2建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,910731,177.67,3,2,2,有,有,12650000,71195,,0,0,,RPPNMLMKLHIGFBF37DA,101.83,0,13.37,有,
五股區,房地(土地+建物)+車位,新北市五股區成泰路四段２４之２號十一樓,15.3,住,,,1120110,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880816,136.85,3,2,1,有,有,9990000,73000,坡道機械,0,0,,RPUOMLLMLHIGFBF08DA,78.18,0,13.67,有,
五股區,房地(土地+建物),新北市五股區御史路１巷９５號六樓,22.64,住,,,1120101,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030117,97.32,2,1,1,有,有,9500000,97616,,0,0,,RPSOMLRLLHIGFBF38DA,57.98,3.15,7.24,有,567
五股區,房地(土地+建物)+車位,新北市五股區成泰路一段７巷３８之１號八樓,36.01,住,,,1120119,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971216,171.44,4,1,3,有,有,12000000,69995,坡道平面,14.97,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLRKMHIGFBF78EA,99.85,2.41,13.91,有,
五股區,房地(土地+建物),新北市五股區御史路５２巷５號四樓,34.73,住,,,1111230,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,821102,122.92,4,2,2,有,無,8160000,66385,,0,0,,RPOPMLSJKHIGFBF87DA,106.58,0,10.56,無,
五股區,房地(土地+建物)+車位,新北市五股區六合街７８號七樓,69.96,住,,,1111230,土地3建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970814,187.97,3,2,2,有,有,10500000,55860,坡道平面,0,0,,RPVRMLKMKIHGFBF28DA,103.03,0,10.37,有,
五股區,房地(土地+建物),新北市五股區登林路貿商巷３弄７號,28.48,都市：其他:住宅區,,,1111208,土地2建物1車位0,一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,910731,166.74,3,2,2,有,有,11800000,70769,,0,0,,RPQNMLPKLHIGFBF77DA,91.79,0,12.49,有,
五股區,房地(土地+建物),新北市五股區五福路８２號五樓之一,17.51,住,,,1120407,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,811231,93.39,3,2,1,有,有,9010000,96477,,0,0,,RPWPMLRKMHIGFBF88DA,62.3,0,6.09,有,1
五股區,房地(土地+建物)+車位,新北市五股區新城八路１２２號四樓,18.34,商,,,1120414,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021018,163.57,3,2,2,有,有,15000000,91704,坡道平面,25.2,0,,RPWNMLOLMHIGFBF58EA,80.55,5.31,9.72,有,63
五股區,車位,新北市五股區御成路１０１號等,4,住,,,1120323,土地1建物1車位1,,,其他,,,,29.31,0,0,0,無,有,1600000,,坡道平面,29.31,1600000,僅車位交易；,RPTRMLMKMHIGFBF28DA,0,0,0,有,108
五股區,房地(土地+建物),新北市五股區四維路１０７號四樓,31.81,商,,,1120310,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730811,129.92,4,2,2,有,無,10000000,76970,,0,0,,RPRQMLKLMHIGFBF87DA,119.68,0,10.24,無,
五股區,房地(土地+建物),新北市五股區成泰路一段１２９號四樓,33.53,住,,,1120313,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760320,110.55,3,2,2,有,無,7800000,70556,,0,0,,RPPNMLSKMHIGFBF18EA,98.6,0,11.95,無,
五股區,房地(土地+建物)+車位,新北市五股區中興路一段６號九樓之七,43.89,工,,,1120315,土地1建物1車位2,九層,九層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,900718,341.23,0,0,0,無,有,28540900,83641,坡道平面,68.88,0,交易價格包含112年重登字第57180號買賣案件。親友、員工、共有人或其他特殊關係間之交易；,RPQNMLPLLHIGFBF97EA,193.46,0,0,有,
五股區,房地(土地+建物)+車位,新北市五股區芳洲九路３２號七樓,29.9,住,,,1120317,土地1建物1車位1,七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041020,182.22,3,2,2,有,有,18000000,106581,坡道平面,32.1,2000000,,RPOOMLKLMHIGFBF37DA,83.38,7.25,7.8,有,180
五股區,房地(土地+建物)+車位,新北市五股區登林路８１之４３號十三樓,10.15,住,,,1120319,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900611,104.28,2,1,1,有,有,8300000,79593,坡道平面,36.44,0,陽台外推；,RPPNMLOJMHIGFBF57DA,38.14,0,7.04,有,
五股區,房地(土地+建物),新北市五股區御成路１０１號十四樓,10.47,住,,,1120307,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990913,76.83,2,2,1,有,有,8200000,106729,,0,0,陽台外推；,RPTOMLOLLHIGFBF18DA,52.45,0,6.32,有,184
五股區,房地(土地+建物),新北市五股區自強路１４６號四樓,49.79,住,,,1120302,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,911105,152.76,3,2,2,有,有,12270000,80322,,0,0,,RPSOMLRKLHIGFBF28DA,94.9,0,7.91,有,188
五股區,房地(土地+建物)+車位,新北市五股區水碓路１６巷２８號九樓,18,住,,,1120304,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840315,126.11,3,2,2,有,有,10900000,86432,坡道平面,0,0,,RPPNMLSKLHIGFBF97DA,72.18,1.1,8.33,有,
五股區,房地(土地+建物),新北市五股區西雲路８２巷７號三樓,21.85,住,,,1120313,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720824,70.15,3,2,1,有,無,5400000,76978,,0,0,,RPVPMLMLLHIGFBF28DA,60.75,0,9.4,無,199
五股區,房地(土地+建物)+車位,新北市五股區水碓路１０號之１五樓,13.95,住,,,1120305,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850321,98.25,3,2,1,有,有,7900000,80407,升降機械,0,0,陽台外推；,RPPNMLNLLHIGFBF57DA,66.45,0.94,10.79,有,
五股區,房地(土地+建物)+車位,新北市五股區新五路二段２１５號,33.57,住,,,1120329,土地1建物1車位1,一層，二層,十二層,住宅大樓(11層含以上有電梯),商辦用,鋼筋混凝土造,1111019,155.88,0,0,0,無,有,19000000,139457,坡道平面,36.13,2300000,,RPXPMLLKMHIGFBF38DA,64.5,0,14.88,有,
五股區,房地(土地+建物),新北市五股區四維路８１巷４號四樓,23.86,工,,,1120317,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760127,94.19,3,2,1,有,無,9000000,95552,,0,0,其他增建；,RPPOMLTKMHIGFBF28DA,82.93,0,11.26,無,
五股區,房地(土地+建物),新北市五股區明德路７巷５８號,75.24,住,,,1120317,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,660328,102.1,0,1,1,有,無,12000000,117532,,0,0,,RPTNMLLLMHIGFBF97EA,102.1,0,0,無,
五股區,房地(土地+建物)+車位,新北市五股區新五路三段３１８號十八樓,13.55,商,,,1120318,土地1建物1車位1,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100209,122.47,2,1,1,有,有,12880000,105169,坡道平面,35.85,0,,RPVNMLOLMHIGFBF38DA,54.67,0,4.17,有,263
五股區,房地(土地+建物),新北市五股區芳洲一路６３號十五樓,14.7,住,,,1120305,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031009,77.88,2,1,1,有,有,9250000,118772,,0,0,其他增建；,RPSPMLRLLHIGFBF48DA,46.03,3.45,3.47,有,271
五股區,房地(土地+建物),新北市五股區水碓一路６６號,152.67,住,,,1120316,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1020514,478.87,5,3,5,有,有,40000000,83530,,0,0,頂樓加蓋；其他增建；,RPUNMLOLLHIGFBF18DA,331.66,0,45.59,有,
五股區,房地(土地+建物)+車位,新北市五股區芳洲八路１３２號八樓,15.02,住,,,1120325,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040114,97.8,2,1,1,有,有,11200000,116367,坡道平面,18.74,2000000,其他增建；,RPTNMLOLMHIGFBF28EA,48.2,2.38,2.78,有,309
五股區,車位,新北市五股區新五路二段２０７號等,0,,,,1120314,土地0建物1車位1,,,其他,,,,36.13,0,0,0,無,有,1650000,,坡道平面,36.13,1650000,僅車位交易；,RPTRMLPLMHIGFBF68DA,0,0,0,有,
五股區,房地(土地+建物)+車位,新北市五股區新五路三段１５５號十八樓,15.04,住,,,1120203,土地1建物1車位1,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060721,102.36,2,2,1,有,有,11800000,115279,坡道平面,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPQMLLKMHIGFBF67DA,48.72,1.73,2.94,有,360
