district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27,rps28,rps29,rps30,rps31,rps32
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路３００號三樓之１,27.1,住,,,1111229,土地1建物1車位1,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100915,211.54,4,2,2,無,有,29200000,138035,坡道平面,42.4,0,,RPRNMLOLKHIGFAF77EA,95.65,5.56,8.83,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路１８５號十四樓,21.81,住,,,1111225,土地1建物1車位1,十四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110815,163.45,3,2,2,有,有,31500000,219838,坡道平面,30.17,2200000,,RPRTMLLMJHIGFAF97DA,78.31,0,9.94,有,284
板橋區,房地(土地+建物),新北市板橋區中山路二段４１２巷２１弄９號五樓之１,7.6,住,,,1111209,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860906,29.97,1,1,1,無,無,4750000,158492,,0,0,頂樓加蓋；,RPOPMLMLKHIGFAF37DA,17.46,0,2.75,有,
板橋區,房地(土地+建物),新北市板橋區文化路一段３８７巷２５號五樓,28.8,住,,,1111213,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,105.63,3,2,2,無,無,6670000,63145,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLLJLHIGFAF47EA,105.63,0,0,無,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路１８７號八樓,17.14,住,,,1111218,土地1建物1車位1,八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110815,132.13,2,2,2,無,有,25250000,226069,坡道平面,30.17,2200000,,RPSQMLLJLHIGFAF67DA,61.59,0,4.97,有,
板橋區,房地(土地+建物),新北市板橋區中山路二段４１２巷２１弄２５號五樓,5.78,住,,,1111209,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860906,22.74,1,1,1,無,無,3600000,158311,,0,0,頂樓加蓋；,RPPPMLMLKHIGFAF47DA,13.42,0,1.91,有,
板橋區,房地(土地+建物)+車位,新北市板橋區文化路一段３６８號十八樓之１,3.61,住,,,1111227,土地1建物1車位1,十八層,四十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,990715,87.84,2,1,1,有,有,16580000,269302,坡道平面,33.7,2000000,陽台外推；夾層；其他增建；,RPSSMLQJKHIGFAF28DA,33.06,0,5.38,有,314
板橋區,房地(土地+建物),新北市板橋區幸福路３２巷３弄４號,20.75,住,,,1111231,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,63.92,3,2,2,無,無,13100000,204944,,0,0,其他增建；,RPPNMLLJLHIGFAF07DA,63.92,0,0,無,
板橋區,房地(土地+建物)+車位,新北市板橋區長江路二段４９號十八樓,6.53,住,,,1111222,土地1建物1車位1,十八層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870622,121.79,3,2,2,無,有,18500000,151901,坡道機械,16.23,0,,RPSOMLNJLHIGFAF67DA,72.69,1.15,8.63,有,328
板橋區,房地(土地+建物),新北市板橋區廣和街１３６號四樓,11.48,住,,,1111230,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880209,108.78,3,2,2,有,有,13800000,126862,,0,0,其他增建；,RPWQMLRKJHIGFAF58DA,79.85,0,4.19,有,
板橋區,房地(土地+建物)+車位,新北市板橋區文聖街１５８號十二樓,16.4,住,,,1111224,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960712,138.83,3,2,2,有,有,26700000,197980,坡道機械,13.06,1800000,陽台外推；,RPVRMLKKJHIGFAF87DA,68.75,7.15,14.82,有,
板橋區,房地(土地+建物)+車位,新北市板橋區藝文街２１５號十五樓,15.91,住,,,1111223,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100325,142.09,1,1,1,有,有,22000000,176857,坡道平面,29.57,2100000,親友、員工、共有人或其他特殊關係間之交易；,RPSPMLNLKIHGFAF87DA,60.92,5.23,9.24,有,329
板橋區,房地(土地+建物)+車位,新北市板橋區藝文街２１７號十五樓,8.44,住,,,1111223,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100325,85.8,1,1,1,有,有,9060000,124211,坡道平面,27.19,1780000,親友、員工、共有人或其他特殊關係間之交易；,RPTPMLNLKIHGFAF97DA,31.65,4.02,3.6,有,330
板橋區,房地(土地+建物),新北市板橋區民生路三段３２１號三十二樓之４,2.44,都市：其他:住宅區,,,1111226,土地2建物1車位0,三十二層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,950914,72.3,2,2,1,有,有,13330000,184371,,0,0,陽台外推；夾層；,RPVOMLSKJHIGFAF38DA,47.73,0,6.74,有,
板橋區,土地,府中段707地號,10.5,都市：其他:道路用地,,,1111223,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,2850000,271429,,0,0,包含公共設施保留地用地；,RPQPMLNJLHIGFAF57DA,0,0,0,無,
板橋區,房地(土地+建物),新北市板橋區僑中二街１０４巷８號二樓,23.41,住,,,1111225,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711117,85.4,3,2,1,有,無,9700000,113583,,0,0,,RPURMLLJKHIGFAF87DA,71.44,0,13.96,無,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路１９５號八樓,17.14,住,,,1111201,土地1建物1車位1,八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110815,132.19,2,2,2,無,有,24580000,218389,坡道平面,30.17,2300000,,RPWNMLSJKHIGFAF38DA,61.6,0,5.02,有,
板橋區,房地(土地+建物),新北市板橋區陽明街２５５號十二樓,4.95,商,,,1111129,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,62.96,2,1,1,無,有,11000000,174714,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOLKHIGFAF67EA,58.97,0,0,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路５３９號九樓,12.02,商,,,1111113,土地1建物1車位1,九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110810,137.13,3,2,1,無,有,21000000,190882,坡道平面,38.64,2200000,,RPQNMLLJLHIGFAF27EA,59.97,0,5.1,有,335
板橋區,房地(土地+建物),新北市板橋區四維路１０３巷９弄１２號五樓,26.6,住,,,1111130,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,105,3,2,2,無,無,14800000,140952,,0,0,陽台外推；頂樓加蓋；,RPTNMLMJLHIGFAF67EA,89.44,0,15.56,無,
板橋區,房地(土地+建物),新北市板橋區中山路二段６２號五樓之２,69.43,住,,,1111115,土地1建物1車位0,五層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,780606,443.95,0,0,0,有,有,51031600,114949,,0,0,,RPTOMLQJLHIGFAF08DA,366.65,0,28.04,有,
板橋區,房地(土地+建物),新北市板橋區中山路二段６２號七樓之３,27.47,住,,,1111115,土地1建物1車位0,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780606,166.53,2,2,2,無,有,19897800,119485,,0,0,,RPUOMLQJLHIGFAF18DA,139.39,0,5.73,有,
板橋區,房地(土地+建物),新北市板橋區中山路二段６２號六樓之７,14.65,住,,,1111115,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780606,99.08,1,2,2,無,有,11838600,119485,,0,0,,RPVOMLQJLHIGFAF28DA,76.32,0,9.98,有,
板橋區,房地(土地+建物),新北市板橋區中山路二段６２號六樓之一,21.82,住,,,1111115,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780606,152.45,3,2,2,無,有,18215800,119487,,0,0,,RPWOMLQJLHIGFAF38DA,112.04,0,20.86,有,
板橋區,房地(土地+建物),新北市板橋區四川路一段６７號三樓之１４,3.4,商,,,1111127,土地1建物1車位0,三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030116,52.88,1,1,1,有,無,9900000,187216,,0,0,,RPPOMLQJKHIGFAF57DA,26.96,1.04,4.43,有,
板橋區,房地(土地+建物),新北市板橋區瑞安街３１巷９號二樓,30.25,住,,,1111025,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690510,95,3,2,1,無,無,9000000,94737,,0,0,,RPPPMLQJLHIGFAF77DA,95,0,0,無,
板橋區,車位,新北市板橋區萬板路３６號,1.25,住,,,1110216,土地1建物0車位1,,,其他,,,,0,0,0,0,無,有,2500000,,坡道平面,40.73,2500000,僅車位交易；,RPTOMLSKKHIGFAF28DA,0,0,0,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６２８號二樓,17.85,商,,,1090605,土地1建物1車位2,二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,220.23,3,2,2,無,有,22430000,133168,坡道平面,78.83,3600000,109年7月5日加買車位，車位價款170萬元。預售屋、或土地及建物分件登記案件；,RPQONLOLKHIGFAF77DA,90.14,0,6.86,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６４０號二樓,18.5,商,,,1090510,土地1建物1車位1,二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,186.55,3,2,2,無,有,20570000,127030,坡道平面,38.79,1800000,預售屋、或土地及建物分件登記案件；,RPTNMLOJLHIGFAF77DA,91.65,0,9.01,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６２２號二樓,17.81,商,,,1090508,土地1建物1車位1,二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,179.94,3,2,2,無,有,20950000,134609,坡道平面,38.79,1950000,預售屋、或土地及建物分件登記案件；,RPUVMLOLKHIGFAF78DA,90.14,0,6.66,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６２８號九樓,17.85,商,,,1090301,土地1建物1車位1,九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,180.19,3,2,2,無,有,21150000,135785,坡道平面,38.79,1950000,原預售總價2215萬元，111年7月30日協議退裝潢費用100萬元，總價修正為2115萬元。預售屋、或土地及建物分件登記案件；,RPWONLOLKHIGFAF38DA,90.14,0,6.86,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６３２號八樓,13.44,商,,,1090327,土地1建物1車位1,八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,143.85,3,2,2,無,有,15480000,129780,坡道平面,37.67,1700000,預售屋、或土地及建物分件登記案件；,RPROMLOLKHIGFAF77DA,64.03,1.73,7.18,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６３６號四樓,13.44,商,,,1081215,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,146.21,3,2,2,無,有,16130000,134030,坡道平面,40.04,1900000,1.轉售日期109年6月21日，轉售金額1680萬元。2.讓渡日期111年7月8日，為配偶讓渡，原價轉讓。預售屋、或土地及建物分件登記案件；,RPRNMLOJLHIGFAF57DA,64.03,1.73,7.18,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６２２號十七樓,17.85,商,,,1081222,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,181.44,3,2,2,無,有,21600000,138260,坡道平面,40.04,2050000,預售屋、或土地及建物分件登記案件；,RPWWMLOLKHIGFAF09DA,90.14,0,6.86,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６２６號四樓,12.29,商,,,1081221,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,136.13,2,2,1,無,有,15100000,136121,坡道平面,38.79,1850000,預售屋、或土地及建物分件登記案件；,RPRNNLOLKHIGFAF77DA,62.06,0,4.7,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６２６號五樓,12.29,商,,,1081207,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,136.13,2,2,1,無,有,15250000,137148,坡道平面,38.79,1900000,預售屋、或土地及建物分件登記案件；,RPSNNLOLKHIGFAF87DA,62.06,0,4.7,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６２６號七樓,12.29,商,,,1081201,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,136.13,2,2,1,無,有,15500000,138175,坡道平面,38.79,2050000,預售屋、或土地及建物分件登記案件；,RPUNNLOLKHIGFAF08DA,62.06,0,4.7,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６３０號四樓,13.8,商,,,1081208,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,148.02,3,2,2,無,有,16300000,131832,坡道平面,38.79,1900000,預售屋、或土地及建物分件登記案件；,RPSOMLLJLHIGFAF47DA,70.44,0,4.52,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６３６號三樓,13.44,商,,,1081117,土地1建物1車位1,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,144.96,3,2,2,無,有,16180000,134972,坡道平面,38.79,1850000,本案為配偶間讓渡，讓渡日期111年7月5日，讓渡持分1/2。預售屋、或土地及建物分件登記案件；,RPQNMLOJLHIGFAF47DA,64.03,1.73,7.18,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６３６號十六樓,13.44,商,,,1081103,土地1建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,144.96,3,2,2,無,有,16550000,138457,坡道平面,38.79,1850000,本案為配偶間讓渡，讓渡日期111年7月4日，原價轉讓。預售屋、或土地及建物分件登記案件；,RPSRMLOLKHIGFAF18DA,64.03,1.73,7.18,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６３８號十四樓,18.5,商,,,1081125,土地1建物1車位1,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,186.55,3,2,2,無,有,23150000,141446,坡道平面,38.79,2250000,預售屋、或土地及建物分件登記案件；,RPOUMLOLKHIGFAF08DA,91.65,0,9.01,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６３８號十五樓,18.5,商,,,1081117,土地1建物1車位1,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,186.55,3,2,2,無,有,22300000,137047,坡道平面,38.79,2050000,預售屋、或土地及建物分件登記案件；,RPPUMLOLKHIGFAF18DA,91.65,0,9.01,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６２０號四樓,13.8,商,,,1081103,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,148.02,3,2,2,無,有,16500000,132290,坡道平面,38.79,2050000,,RPTUMLOLKHIGFAF58DA,70.44,0,4.52,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６２０號十一樓,13.8,商,,,1081119,土地1建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,148.02,3,2,2,無,有,16650000,133205,坡道平面,38.79,2100000,本案為配偶間讓渡，讓渡日期111年7月8日，原價轉讓。預售屋、或土地及建物分件登記案件；,RPOVMLOLKHIGFAF18DA,70.44,0,4.52,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６２２號十五樓,17.85,商,,,1081130,土地1建物1車位1,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,180.19,3,2,2,無,有,21500000,137553,坡道平面,38.79,2050000,預售屋、或土地及建物分件登記案件；,RPUWMLOLKHIGFAF88DA,90.14,0,6.86,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６２６號十九樓,12.29,商,,,1081125,土地1建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,136.13,2,2,1,無,有,15800000,141257,坡道平面,38.79,2050000,預售屋、或土地及建物分件登記案件；,RPPONLOLKHIGFAF67DA,62.06,0,4.7,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６３０號十五樓,13.8,商,,,1081102,土地1建物1車位1,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,148.05,3,2,2,無,有,16900000,135457,坡道平面,38.79,2100000,預售屋、或土地及建物分件登記案件；,RPWOMLLJLHIGFAF87DA,70.44,0,4.52,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６３２號三樓,13.44,商,,,1081117,土地1建物1車位1,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,144.96,3,2,2,無,有,15650000,129980,坡道平面,38.79,1850000,轉售日期109年10月9日，轉售價格1675萬元。預售屋、或土地及建物分件登記案件；,RPWNMLOLKHIGFAF18DA,64.03,1.73,7.18,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６２０號六樓,13.84,商,,,1081028,土地1建物1車位2,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,184.59,3,2,2,無,有,22850000,175286,坡道平面,75.34,3700000,1.109年10月2日加買車位1位，185萬元已包含上述總價。2.因110年4月11日換約，B2-3F換成B1-6F，車位不變，總價為1820萬元。3.111年7月8日母子間更名，原價轉讓。,RPOOMLOJLHIGFAF37DA,70.44,0,4.52,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６３６號七樓,13.44,商,,,1081005,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,144.96,3,2,2,無,有,16500000,137044,坡道平面,38.79,1950000,原預售總價1746萬元，111年8月13日協議退裝潢費用96萬元。總價變更為1650萬元。預售屋、或土地及建物分件登記案件；,RPWQMLOLKHIGFAF48DA,64.03,1.73,7.18,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６４０號十八樓,18.5,商,,,1081006,土地1建物1車位1,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,187.8,3,2,2,無,有,23250000,143814,坡道平面,40.04,2000000,本案為配偶間讓渡，讓渡日期111年7月4日，原價轉讓。預售屋、或土地及建物分件登記案件；,RPWSMLOLKHIGFAF68DA,91.65,0,9.01,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６２６號十四樓,12.29,商,,,1081018,土地1建物1車位1,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,136.13,2,2,1,無,有,15500000,140230,坡道平面,38.79,1850000,讓售日期110年3月28日，轉售金額1635萬元。預售屋、或土地及建物分件登記案件；,RPWNNLOLKHIGFAF28DA,62.06,0,4.7,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６２８號四樓,17.85,商,,,1081027,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,180.19,3,2,2,無,有,21000000,134371,坡道平面,38.79,2000000,讓渡日期111年7月8日，配偶讓渡，讓渡持分1/2。預售屋、或土地及建物分件登記案件；,RPSONLOLKHIGFAF97DA,90.14,0,6.86,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６３０號十樓,13.8,商,,,1081011,土地1建物1車位1,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,148.02,3,2,2,無,有,16850000,136867,坡道平面,38.79,1900000,本案為配偶間讓渡，讓渡日期110年9月28日，讓渡持份1/2。預售屋、或土地及建物分件登記案件；,RPUOMLLJLHIGFAF67DA,70.44,0,4.52,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６３２號五樓,13.44,商,,,1081013,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,144.96,3,2,2,無,有,15800000,131393,坡道平面,38.79,1850000,預售屋、或土地及建物分件登記案件；,RPOOMLOLKHIGFAF47DA,64.03,1.73,7.18,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６３２號七樓,13.44,商,,,1081010,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,144.96,3,2,2,無,有,15950000,131864,坡道平面,38.79,1950000,預售屋、或土地及建物分件登記案件；,RPQOMLOLKHIGFAF67DA,64.03,1.73,7.18,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６３６號十三樓,13.44,商,,,1080925,土地1建物1車位1,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,144.96,3,2,2,無,有,16600000,137986,坡道平面,38.79,1950000,預售屋、或土地及建物分件登記案件；,RPPRMLOLKHIGFAF87DA,64.03,1.73,7.18,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６３６號十四樓,13.44,商,,,1080929,土地1建物1車位1,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,144.96,3,2,2,無,有,16750000,138928,坡道平面,38.79,2000000,預售屋、或土地及建物分件登記案件；,RPQRMLOLKHIGFAF97DA,64.03,1.73,7.18,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路６３２號十九樓,13.44,商,,,1080922,土地1建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111222,144.96,3,2,2,無,有,16500000,135161,坡道平面,38.79,2150000,預售屋、或土地及建物分件登記案件；,RPVOMLOLKHIGFAF18DA,64.03,1.73,7.18,有,
板橋區,車位,新北市板橋區漢生東路２６８之３號十三樓,1.23,都市：其他:第二種特定專用區,,,1120301,土地1建物1車位2,十三層,二十九層,其他,住家用,鋼骨鋼筋混凝土造,960907,22.68,0,0,0,無,有,2500000,,坡道平面,22.68,2500000,僅車位交易；,RPTVMLOKLHIGFAF68DA,0,0,0,有,15
板橋區,土地,環翠段8-1地號,31.24,住,,,1120302,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,12757500,408371,,0,0,,RPPNMLOKLHIGFAF47DA,0,0,0,無,16
板橋區,土地,環翠段8-1地號,31.24,住,,,1120302,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,12757500,408371,,0,0,,RPQNMLOKLHIGFAF57DA,0,0,0,無,16
板橋區,土地,環翠段8-1地號,31.24,住,,,1120302,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,12757500,408371,,0,0,,RPRNMLOKLHIGFAF67DA,0,0,0,無,16
板橋區,土地,介壽段59地號,2.33,商,,,1120303,土地3建物0車位0,,,其他,,,,0,0,0,0,無,無,580000,248927,,0,0,包含公共設施保留地用地；,RPVNMLRJLHIGFAF38EA,0,0,0,無,
板橋區,車位,新北市板橋區南雅南路二段１４４巷６６號地下室,2.81,住,,,1120303,土地1建物1車位1,地下層,十三層,其他,見使用執照,鋼筋混凝土造,771229,38.06,0,0,0,無,有,2100000,,坡道平面,38.06,2100000,親友、員工、共有人或其他特殊關係間之交易；僅車位交易；,RPPPMLRKLHIGFAF97DA,0,0,0,有,
板橋區,房地(土地+建物),新北市板橋區南雅東路２９巷２弄１號,18.2,住,,,1120201,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,711021,51.15,2,1,1,有,無,10000000,195503,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXPMLSJKHIGFAF68DA,51.15,0,0,無,
板橋區,房地(土地+建物),新北市板橋區大觀路一段７５巷３７號四樓,27.69,,,,1120207,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,93.92,3,2,2,無,無,9100000,96891,,0,0,其他增建；,RPPNMLRKKHIGFAF67DA,84.74,0,9.18,無,
板橋區,房地(土地+建物),新北市板橋區莊敬路３８之３號十三樓,3.26,商,,,1120207,土地1建物1車位0,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870416,49.69,2,1,1,有,無,12100000,243510,,0,0,陽台外推；夾層；,RPVNMLTJLHIGFAF48DA,32.3,1,2.42,有,26
板橋區,房地(土地+建物),新北市板橋區民權路２０２巷２１弄１號三樓,27,住,,,1120221,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,620512,89.32,3,2,1,無,無,12000000,134348,,0,0,,RPXPMLSJLHIGFAF78DA,89.32,0,0,無,
板橋區,房地(土地+建物),新北市板橋區新生街８９巷４號二樓,13.34,住,,,1120220,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730625,56.76,4,2,2,無,無,2366956,41701,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOQMLSJLHIGFAF97DA,51.99,0,4.77,無,
板橋區,房地(土地+建物),新北市板橋區館前東路１０８號十樓,13,商,,,1120216,土地3建物1車位0,十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,790608,174.53,3,1,2,無,有,25000000,143242,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLTJLHIGFAF38EA,135.71,0,18.6,有,
板橋區,車位,新北市板橋區合宜路３號等,0.66,住,,,1120206,土地1建物1車位1,,,其他,,,,31.65,0,0,0,無,有,1900000,,坡道平面,31.65,1900000,僅車位交易；,RPPNMLKKLHIGFAF17EA,0,0,0,有,48
板橋區,房地(土地+建物),新北市板橋區三民路二段２０６之１號二樓,25.08,住,,,1120215,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740417,88.66,3,1,1,無,無,12000000,135349,,0,0,,RPUNMLKKLHIGFAF57DA,81.75,0,6.91,無,
板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２１３號二樓,10.22,住,,,1120201,土地1建物1車位1,二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,85.34,0,0,0,有,有,11400000,146491,坡道平面,23.22,2300000,,RPWNMLKKLHIGFAF77DA,38.59,0,3.03,有,96
板橋區,房地(土地+建物),新北市板橋區光武街５０巷７號二樓,21.12,住,,,1120207,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,57.54,4,3,2,無,無,8000000,139034,,0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；其他增建；,RPXNMLKKLHIGFAF87DA,57.54,0,0,無,
板橋區,房地(土地+建物),新北市板橋區新府路１１８號九樓,5.59,都市：其他:第二種特定專用區,,,1120211,土地1建物1車位0,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971119,79.32,2,2,1,無,有,16400000,206757,,0,0,夾層；,RPOPMLSJLHIGFAF87DA,43.44,4.32,4.36,有,
板橋區,車位,新北市板橋區光環路二段５０號,0.05,住,,,1120208,土地1建物1車位1,一層,二十層,其他,一般事務所,鋼骨鋼筋混凝土造,1071213,27.27,0,0,0,無,有,2200000,,坡道平面,27.27,2200000,僅車位交易；,RPQOMLSJLHIGFAF97DA,0,0,0,有,97
